name,dept,adjustedcount,homepage,scholarid,profile_url
Roberto Navigli,Sapienza University of Rome,31.007119,http://wwwusers.di.uniroma1.it/~navigli,BsgVJ-EAAAAJ,https://scholar.google.com/citations?user=BsgVJ-EAAAAJ
William Yang Wang,Univ. of California - Santa Barbara,30.96062,http://www.cs.ucsb.edu/~william,gf8Ms_8AAAAJ,https://scholar.google.com/citations?user=gf8Ms_8AAAAJ
Enhong Chen,USTC,30.94126,http://staff.ustc.edu.cn/~cheneh,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Ziwei Liu 0002,Nanyang Technological University,30.925435,https://liuziwei7.github.io/index.html,lc45xlcAAAAJ,https://scholar.google.com/citations?user=lc45xlcAAAAJ
Torsten Hoefler,ETH Zurich,30.898279,https://htor.inf.ethz.ch,DdBvcBEAAAAJ,https://scholar.google.com/citations?user=DdBvcBEAAAAJ
Mihalis Yannakakis,Columbia University,30.88604,http://www.cs.columbia.edu/~mihalis,_pPy-pAAAAAJ,https://scholar.google.com/citations?user=_pPy-pAAAAAJ
Rüdiger Dillmann,Karlsruhe Institute of Technology,30.86898,http://his.anthropomatik.kit.edu/21_321.php,8q019n8AAAAJ,https://scholar.google.com/citations?user=8q019n8AAAAJ
Volkan Isler,University of Minnesota,30.83188,http://www-users.cs.umn.edu/~isler,Q5KT-hEAAAAJ,https://scholar.google.com/citations?user=Q5KT-hEAAAAJ
Pat Hanrahan,Stanford University,30.82646,https://graphics.stanford.edu/~hanrahan,RzEnQmgAAAAJ,https://scholar.google.com/citations?user=RzEnQmgAAAAJ
Matthias Nießner,TU Munich,30.798417,http://niessnerlab.org,eUtEs6YAAAAJ,https://scholar.google.com/citations?user=eUtEs6YAAAAJ
Kai-Wei Chang,Univ. of California - Los Angeles,30.783013,http://kwchang.net,fqDBtzYAAAAJ,https://scholar.google.com/citations?user=fqDBtzYAAAAJ
Nathan Srebro,TTI Chicago,30.75239,http://ttic.uchicago.edu/~nati,ZnT-QpMAAAAJ,https://scholar.google.com/citations?user=ZnT-QpMAAAAJ
Constantinos Daskalakis,Massachusetts Institute of Technology,30.72761,http://people.csail.mit.edu/costis,iTv2cOgAAAAJ,https://scholar.google.com/citations?user=iTv2cOgAAAAJ
Rajiv Gupta 0001,Univ. of California - Riverside,30.69985,http://www.cs.ucr.edu/~gupta,6P4bGWAAAAAJ,https://scholar.google.com/citations?user=6P4bGWAAAAAJ
Jiebo Luo 0001,University of Rochester,30.64932,http://www.cs.rochester.edu/u/jluo,CcbnBvgAAAAJ,https://scholar.google.com/citations?user=CcbnBvgAAAAJ
Wojciech Matusik,Massachusetts Institute of Technology,30.548021,http://people.csail.mit.edu/wojciech,wbIMbL8AAAAJ,https://scholar.google.com/citations?user=wbIMbL8AAAAJ
Chris Ding,CUHK (SZ),30.542816,https://sds.cuhk.edu.cn/teacher/197,q7FfnjgAAAAJ,https://scholar.google.com/citations?user=q7FfnjgAAAAJ
Uriel Feige,Weizmann Institute of Science,30.48445,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2304,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Tongliang Liu,University of Sydney,30.440783,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/tongliang-liu.html,EiLdZ_YAAAAJ,https://scholar.google.com/citations?user=EiLdZ_YAAAAJ
Elias Bareinboim,Columbia University,30.38449,http://causalai.net,r5U-D7YAAAAJ,https://scholar.google.com/citations?user=r5U-D7YAAAAJ
Santosh S. Vempala,Georgia Institute of Technology,30.38324,http://www.cc.gatech.edu/~vempala,hRggMmIAAAAJ,https://scholar.google.com/citations?user=hRggMmIAAAAJ
Martin Grohe,RWTH Aachen University,30.35941,https://www.lics.rwth-aachen.de/cms/LICS/Der-Lehrstuhl/Team/Dozierende/~ocwf/Martin-Grohe,Sou5ih0AAAAJ,https://scholar.google.com/citations?user=Sou5ih0AAAAJ
Hong Zhang 0013,University of Alberta,30.29393,https://webdocs.cs.ualberta.ca/~zhang,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Leonid Libkin,University of Edinburgh,30.272949,http://homepages.inf.ed.ac.uk/libkin,4q-MIB0AAAAJ,https://scholar.google.com/citations?user=4q-MIB0AAAAJ
Chelsea Finn,Stanford University,30.268463,http://ai.stanford.edu/~cbfinn,vfPE6hgAAAAJ,https://scholar.google.com/citations?user=vfPE6hgAAAAJ
Serge J. Belongie,University of Copenhagen,30.091043,https://di.ku.dk/ai-centre,ORr4XJYAAAAJ,https://scholar.google.com/citations?user=ORr4XJYAAAAJ
Mohammad Hajiaghayi,University of Maryland - College Park,30.06748,http://www.cs.umd.edu/~hajiagha,SQ1eGN4AAAAJ,https://scholar.google.com/citations?user=SQ1eGN4AAAAJ
Edith Elkind,Northwestern University,30.03561,https://www.cs.ox.ac.uk/people/edith.elkind,MsGRzsoAAAAJ,https://scholar.google.com/citations?user=MsGRzsoAAAAJ
Shih-Fu Chang,Columbia University,30.024121,http://www.ee.columbia.edu/~sfchang,OMVTRscAAAAJ,https://scholar.google.com/citations?user=OMVTRscAAAAJ
Jonathan Katz,University of Maryland - College Park,29.9842,https://www.cs.umd.edu/~jkatz,H4rKFc8AAAAJ,https://scholar.google.com/citations?user=H4rKFc8AAAAJ
Tomás Lozano-Pérez,Massachusetts Institute of Technology,29.98085,http://people.csail.mit.edu/tlp,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Anupam Gupta 0001,New York University,29.958769,http://www.cs.cmu.edu/~anupamg,QuwaU-8AAAAJ,https://scholar.google.com/citations?user=QuwaU-8AAAAJ
Steven M. Seitz,University of Washington,29.95011,http://cs.washington.edu/homes/seitz,-6cOYcYAAAAJ,https://scholar.google.com/citations?user=-6cOYcYAAAAJ
Jing Xiao 0001,Worcester Polytechnic Institute,29.93329,https://users.wpi.edu/~jxiao2,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Wenfei Fan,University of Edinburgh,29.9302,http://homepages.inf.ed.ac.uk/wenfei,u0S6ofAAAAAJ,https://scholar.google.com/citations?user=u0S6ofAAAAAJ
Mark Johnson 0001,Macquarie University,29.91271,http://web.science.mq.edu.au/~mjohnson,Z_kok3sAAAAJ,https://scholar.google.com/citations?user=Z_kok3sAAAAJ
Bo An 0001,Nanyang Technological University,29.89448,https://www3.ntu.edu.sg/home/boan,CvdNmi0AAAAJ,https://scholar.google.com/citations?user=CvdNmi0AAAAJ
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign,29.87893,https://parasollab.web.illinois.edu/people/amato,AmaB9c4AAAAJ,https://scholar.google.com/citations?user=AmaB9c4AAAAJ
Xiaokui Xiao,National University of Singapore,29.86108,http://www.comp.nus.edu.sg/~xiaoxk,BpgsGX0AAAAJ,https://scholar.google.com/citations?user=BpgsGX0AAAAJ
Jiajun Wu 0001,Stanford University,29.85185,https://jiajunwu.com,2efgcS0AAAAJ,https://scholar.google.com/citations?user=2efgcS0AAAAJ
Gao Cong,Nanyang Technological University,29.73333,https://www3.ntu.edu.sg/home/gaocong,WFFamJkAAAAJ,https://scholar.google.com/citations?user=WFFamJkAAAAJ
Shaogang Gong,Queen Mary University of London,29.70956,http://www.eecs.qmul.ac.uk/~sgg,Nhi0I8cAAAAJ,https://scholar.google.com/citations?user=Nhi0I8cAAAAJ
Oussama Khatib,Stanford University,29.70226,http://cs.stanford.edu/group/manips/people/oussama-khatib,4arkOLcAAAAJ,https://scholar.google.com/citations?user=4arkOLcAAAAJ
Jianwei Zhang 0001,University of Hamburg,29.69243,https://tams.informatik.uni-hamburg.de/people/zhang,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Alois C. Knoll,TU Munich,29.66708,http://www6.in.tum.de/Main/Knoll,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Shlomo Zilberstein,University of Massachusetts Amherst,29.63331,http://rbr.cs.umass.edu/shlomo,q_n7d6EAAAAJ,https://scholar.google.com/citations?user=q_n7d6EAAAAJ
Ran Raz,Princeton University,29.60935,https://www.cs.princeton.edu/people/profile/ranr,vmHFZM0AAAAJ,https://scholar.google.com/citations?user=vmHFZM0AAAAJ
Ueli Maurer,ETH Zurich,29.54998,https://www.crypto.ethz.ch/~maurer,TSsq3GMAAAAJ,https://scholar.google.com/citations?user=TSsq3GMAAAAJ
Ting Liu 0001,Harbin Institute of Technology,29.5029,http://ir.hit.edu.cn/~tliu,zyMJ1V0AAAAJ,https://scholar.google.com/citations?user=zyMJ1V0AAAAJ
Jeffrey Heer,University of Washington,29.49847,http://homes.cs.washington.edu/~jheer,vlgs4G4AAAAJ,https://scholar.google.com/citations?user=vlgs4G4AAAAJ
Wei-Shi Zheng 0001,Sun Yat-sen University,29.45395,http://www.isee-ai.cn/~zhwshi,AwqDDGoAAAAJ,https://scholar.google.com/citations?user=AwqDDGoAAAAJ
Rafael Pass,Cornell University,29.41666,,,
Kun Zhang 0001,MBZUAI,29.39728,https://mbzuai.ac.ae/study/faculty/kun-zhang,RGoypN4AAAAJ,https://scholar.google.com/citations?user=RGoypN4AAAAJ
Rupak Majumdar,Max Planck Society,29.37606,,,
Peter I. Corke,Queensland University of Technology,29.361616,https://research.qut.edu.au/qcr/people/peter-corke,wnePPc4AAAAJ,https://scholar.google.com/citations?user=wnePPc4AAAAJ
Moses Charikar,Stanford University,29.31768,https://profiles.stanford.edu/moses-charikar,zX3ba1kAAAAJ,https://scholar.google.com/citations?user=zX3ba1kAAAAJ
Haibin Ling,Stony Brook University,29.282969,https://www3.cs.stonybrook.edu/~hling,v3w4IYUAAAAJ,https://scholar.google.com/citations?user=v3w4IYUAAAAJ
Trevor Cohn,University of Melbourne,29.27615,http://people.eng.unimelb.edu.au/tcohn,FCom398AAAAJ,https://scholar.google.com/citations?user=FCom398AAAAJ
Alin Albu-Schäffer,TU Munich,29.26996,https://www.professoren.tum.de/en/albu-schaeffer-alin,yP_zL3gAAAAJ,https://scholar.google.com/citations?user=yP_zL3gAAAAJ
Bohyung Han,Seoul National University,29.2438,http://cvlab.snu.ac.kr/~bhhan,9aaeCToAAAAJ,https://scholar.google.com/citations?user=9aaeCToAAAAJ
Amnon Shashua,Hebrew University of Jerusalem,29.201919,http://www.cs.huji.ac.il/~shashua,dwi5wvYAAAAJ,https://scholar.google.com/citations?user=dwi5wvYAAAAJ
Tom M. Mitchell,Carnegie Mellon University,29.20069,http://www.cs.cmu.edu/~tom,_ZVyA_gAAAAJ,https://scholar.google.com/citations?user=_ZVyA_gAAAAJ
Tamim Asfour,Karlsruhe Institute of Technology,29.178406,http://h2t.anthropomatik.kit.edu,65bIT4oAAAAJ,https://scholar.google.com/citations?user=65bIT4oAAAAJ
Jianmin Wang 0001,Tsinghua University,29.17821,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2010/20101219100058471372347/20101219100058471372347_.html,MiovcboAAAAJ,https://scholar.google.com/citations?user=MiovcboAAAAJ
Taiji Suzuki,University of Tokyo,29.16059,http://ibis.t.u-tokyo.ac.jp/suzuki,x8osrBsAAAAJ,https://scholar.google.com/citations?user=x8osrBsAAAAJ
Ilias Diakonikolas,University of Wisconsin - Madison,28.96915,http://www.iliasdiakonikolas.org,Vb3FLmkAAAAJ,https://scholar.google.com/citations?user=Vb3FLmkAAAAJ
Irwin King,Chinese University of Hong Kong,28.95989,https://www.cse.cuhk.edu.hk/irwin.king,MXvC7tkAAAAJ,https://scholar.google.com/citations?user=MXvC7tkAAAAJ
Minlie Huang,Tsinghua University,28.932559,https://coai.cs.tsinghua.edu.cn/hml,P1jPSzMAAAAJ,https://scholar.google.com/citations?user=P1jPSzMAAAAJ
Michael Kearns,University of Pennsylvania,28.93134,http://www.cis.upenn.edu/~mkearns,8iQk0DIAAAAJ,https://scholar.google.com/citations?user=8iQk0DIAAAAJ
Hai Jin 0001,HUST,28.844297,http://faculty.hust.edu.cn/jinhai/en/index.htm,o02W0aEAAAAJ,https://scholar.google.com/citations?user=o02W0aEAAAAJ
David Z. Pan,University of Texas at Austin,28.84036,http://users.ece.utexas.edu/~dpan,3aLlroEAAAAJ,https://scholar.google.com/citations?user=3aLlroEAAAAJ
David Eppstein,Univ. of California - Irvine,28.83329,https://www.ics.uci.edu/~eppstein,QSY7ufMAAAAJ,https://scholar.google.com/citations?user=QSY7ufMAAAAJ
Laks V. S. Lakshmanan,University of British Columbia,28.75109,https://www.cs.ubc.ca/~laks,_RCsaOsAAAAJ,https://scholar.google.com/citations?user=_RCsaOsAAAAJ
Yuan Xie 0001,HKUST,28.70933,https://seng.hkust.edu.hk/about/people/faculty/yuan-xie,dK2ZuDcAAAAJ,https://scholar.google.com/citations?user=dK2ZuDcAAAAJ
Kian-Lee Tan,National University of Singapore,28.69126,https://www.comp.nus.edu.sg/~tankl,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Sanjeev Arora,Princeton University,28.6901,https://www.cs.princeton.edu/~arora,RUP4S68AAAAJ,https://scholar.google.com/citations?user=RUP4S68AAAAJ
Xiaoming Liu 0002,Michigan State University,28.679829,https://www.cse.msu.edu/~liuxm,Bii0w1oAAAAJ,https://scholar.google.com/citations?user=Bii0w1oAAAAJ
Takeo Igarashi,University of Tokyo,28.67539,http://www-ui.is.s.u-tokyo.ac.jp/~takeo,2LJJtI8AAAAJ,https://scholar.google.com/citations?user=2LJJtI8AAAAJ
Scott E. Hudson,Carnegie Mellon University,28.64038,http://www.cs.cmu.edu/~hudson,6YU6_QoAAAAJ,https://scholar.google.com/citations?user=6YU6_QoAAAAJ
Andreas Geiger 0001,University of Tübingen,28.63482,http://www.cvlibs.net,SrVnrPcAAAAJ,https://scholar.google.com/citations?user=SrVnrPcAAAAJ
Pankaj K. Agarwal,Duke University,28.63436,https://users.cs.duke.edu/~pankaj,xe0eVksAAAAJ,https://scholar.google.com/citations?user=xe0eVksAAAAJ
Lirong Xia,Rutgers University,28.61667,https://people.cs.rutgers.edu/~lirong.xia,C19mgCgAAAAJ,https://scholar.google.com/citations?user=C19mgCgAAAAJ
Heng Ji 0001,Univ. of Illinois at Urbana-Champaign,28.599202,http://blender.cs.illinois.edu/hengji.html,z7GCqT4AAAAJ,https://scholar.google.com/citations?user=z7GCqT4AAAAJ
Stephan Günnemann,TU Munich,28.5845,http://www.kdd.in.tum.de/en/team/guennemann,npqoAWwAAAAJ,https://scholar.google.com/citations?user=npqoAWwAAAAJ
Peter K. Allen,Columbia University,28.58017,http://www.cs.columbia.edu/~allen,BDxQ5soAAAAJ,https://scholar.google.com/citations?user=BDxQ5soAAAAJ
Wangmeng Zuo,Harbin Institute of Technology,28.57222,http://homepage.hit.edu.cn/wangmengzuo,rUOpCEYAAAAJ,https://scholar.google.com/citations?user=rUOpCEYAAAAJ
Daniel D. Lee,Cornell University,28.56498,,,
Jeff A. Bilmes,University of Washington,28.5131,https://people.ece.uw.edu/bilmes,L9QufAsAAAAJ,https://scholar.google.com/citations?user=L9QufAsAAAAJ
John H. Reif,Duke University,28.49995,https://users.cs.duke.edu/~reif,Er-gEaoAAAAJ,https://scholar.google.com/citations?user=Er-gEaoAAAAJ
Divyakant Agrawal,Univ. of California - Santa Barbara,28.48687,https://www.cs.ucsb.edu/~agrawal,XcaEg-cAAAAJ,https://scholar.google.com/citations?user=XcaEg-cAAAAJ
Michael L. Littman,Brown University,28.44244,http://cs.brown.edu/~mlittman,Jj00ksMAAAAJ,https://scholar.google.com/citations?user=Jj00ksMAAAAJ
Michael Backes 0001,CISPA Helmholtz Center,28.404155,https://cispa.de/en/people/backes,ZVS3KOEAAAAJ,https://scholar.google.com/citations?user=ZVS3KOEAAAAJ
Bin Cui 0001,Peking University,28.402623,http://net.pku.edu.cn/~cuibin,IJAU8KoAAAAJ,https://scholar.google.com/citations?user=IJAU8KoAAAAJ
Timothy M. Hospedales,University of Edinburgh,28.3385,http://homepages.inf.ed.ac.uk/thospeda,nHhtvqkAAAAJ,https://scholar.google.com/citations?user=nHhtvqkAAAAJ
Zhouchen Lin,Peking University,28.33683,http://www.cis.pku.edu.cn/faculty/vision/zlin/zlin.htm,TanjFwoAAAAJ,https://scholar.google.com/citations?user=TanjFwoAAAAJ
Vern Paxson,Univ. of California - Berkeley,28.242816,http://www.icir.org/vern,HvwPRJ0AAAAJ,https://scholar.google.com/citations?user=HvwPRJ0AAAAJ
Hiroshi Ishiguro,Osaka University,28.17845,https://eng.irl.sys.es.osaka-u.ac.jp,BNhvcyYAAAAJ,https://scholar.google.com/citations?user=BNhvcyYAAAAJ
Sarit Kraus,Bar-Ilan University,28.15945,http://u.cs.biu.ac.il/~sarit,PfgeYGwAAAAJ,https://scholar.google.com/citations?user=PfgeYGwAAAAJ
Mario Fritz,CISPA Helmholtz Center,28.14828,https://cispa.saarland/people/gallery,4V1nNm4AAAAJ,https://scholar.google.com/citations?user=4V1nNm4AAAAJ
Shafiq R. Joty,Nanyang Technological University,28.03573,https://raihanjoty.github.io,hR249csAAAAJ,https://scholar.google.com/citations?user=hR249csAAAAJ
Gunhee Kim,Seoul National University,27.981239,https://vision.snu.ac.kr/gunhee,CiSdOV0AAAAJ,https://scholar.google.com/citations?user=CiSdOV0AAAAJ
Uri Zwick,Tel Aviv University,27.96654,http://www.math.tau.ac.il/~zwick,wwkJvoMAAAAJ,https://scholar.google.com/citations?user=wwkJvoMAAAAJ
Wei Lu 0011,SUTD,27.96433,http://statnlp.org,pPInY4UAAAAJ,https://scholar.google.com/citations?user=pPInY4UAAAAJ
Jimmy Lin,University of Waterloo,27.962527,https://cs.uwaterloo.ca/~jimmylin,0EWw1z8AAAAJ,https://scholar.google.com/citations?user=0EWw1z8AAAAJ
Ivan Titov,University of Edinburgh,27.91913,http://ivan-titov.org,FKUc3vsAAAAJ,https://scholar.google.com/citations?user=FKUc3vsAAAAJ
Jimeng Sun 0001,Univ. of Illinois at Urbana-Champaign,27.880229,http://sunlab.org,9jmmp5sAAAAJ,https://scholar.google.com/citations?user=9jmmp5sAAAAJ
Thomas Hofmann,ETH Zurich,27.837249,http://www.da.inf.ethz.ch/people/ThomasHofmann,T3hAyLkAAAAJ,https://scholar.google.com/citations?user=T3hAyLkAAAAJ
Adnan Darwiche,Univ. of California - Los Angeles,27.81662,http://www.cs.ucla.edu/~darwiche,pygPWvEAAAAJ,https://scholar.google.com/citations?user=pygPWvEAAAAJ
Srini Devadas,Massachusetts Institute of Technology,27.770683,https://people.csail.mit.edu/devadas,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE
Russ Tedrake,Massachusetts Institute of Technology,27.734779,https://groups.csail.mit.edu/locomotion/russt.html,nxNkEiYAAAAJ,https://scholar.google.com/citations?user=nxNkEiYAAAAJ
Huan Liu 0001,Arizona State University,27.72304,http://www.public.asu.edu/~huanliu,Dzf46C8AAAAJ,https://scholar.google.com/citations?user=Dzf46C8AAAAJ
Somesh Jha,University of Wisconsin - Madison,27.714633,http://pages.cs.wisc.edu/~jha,BaI7l8QAAAAJ,https://scholar.google.com/citations?user=BaI7l8QAAAAJ
Yong Li 0008,Tsinghua University,27.68553,http://fi.ee.tsinghua.edu.cn/~liyong,kmgzPeQAAAAJ,https://scholar.google.com/citations?user=kmgzPeQAAAAJ
Kasper Hornbæk,University of Copenhagen,27.68211,http://diku.dk/Ansatte/?pure=da/persons/141851,S6VMDA8AAAAJ,https://scholar.google.com/citations?user=S6VMDA8AAAAJ
Sunita Sarawagi,IIT Bombay,27.59279,https://www.cse.iitb.ac.in/~sunita,Hg4HmTAAAAAJ,https://scholar.google.com/citations?user=Hg4HmTAAAAAJ
Manmohan Krishna Chandraker,Univ. of California - San Diego,27.58699,http://cseweb.ucsd.edu/~mkchandraker,oPFCNk4AAAAJ,https://scholar.google.com/citations?user=oPFCNk4AAAAJ
Shiguang Shan,Chinese Academy of Sciences,27.55626,http://vipl.ict.ac.cn/view_people.php?id=12,Vkzd7MIAAAAJ,https://scholar.google.com/citations?user=Vkzd7MIAAAAJ
Daniel E. Koditschek,University of Pennsylvania,27.51785,http://www.seas.upenn.edu/~kod,K_PZFhEAAAAJ,https://scholar.google.com/citations?user=K_PZFhEAAAAJ
Carsten Rother,Heidelberg University,27.51655,https://hci.iwr.uni-heidelberg.de/vislearn/people/carsten-rother,N_YNMIMAAAAJ,https://scholar.google.com/citations?user=N_YNMIMAAAAJ
Tao Xiang 0002,University of Surrey,27.51308,http://www.eecs.qmul.ac.uk/~txiang,MeS5d4gAAAAJ,https://scholar.google.com/citations?user=MeS5d4gAAAAJ
Matthias Hein 0001,University of Tübingen,27.49995,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/lehrstuehle/machine-learning/team/prof-dr-matthias-hein,0ZAb3tsAAAAJ,https://scholar.google.com/citations?user=0ZAb3tsAAAAJ
David Jacobs 0001,University of Maryland - College Park,27.480119,https://www.cs.umd.edu/~djacobs,WH2KmRgAAAAJ,https://scholar.google.com/citations?user=WH2KmRgAAAAJ
Kyunghyun Cho,New York University,27.437005,http://www.kyunghyuncho.me,0RAmmIAAAAAJ,https://scholar.google.com/citations?user=0RAmmIAAAAAJ
Robert D. Kleinberg,Cornell University,27.42888,http://www.cs.cornell.edu/~rdk,zkvW8FQAAAAJ,https://scholar.google.com/citations?user=zkvW8FQAAAAJ
Aaron C. Courville,University of Montreal,27.372559,https://aaroncourville.wordpress.com,km6CP8cAAAAJ,https://scholar.google.com/citations?user=km6CP8cAAAAJ
Stefanie Jegelka,Massachusetts Institute of Technology,27.29771,http://people.csail.mit.edu/stefje,gTWUZlsAAAAJ,https://scholar.google.com/citations?user=gTWUZlsAAAAJ
Junsong Yuan 0001,University at Buffalo,27.288799,https://cse.buffalo.edu/~jsyuan,fJ7seq0AAAAJ,https://scholar.google.com/citations?user=fJ7seq0AAAAJ
Thomas W. Reps,University of Wisconsin - Madison,27.24397,http://pages.cs.wisc.edu/~reps,pwhyTq0AAAAJ,https://scholar.google.com/citations?user=pwhyTq0AAAAJ
Oliver Brock,TU Berlin,27.21905,https://www.robotics.tu-berlin.de/menue/team/oliver_brock/parameter/de,83OxU_4AAAAJ,https://scholar.google.com/citations?user=83OxU_4AAAAJ
Jürgen Schmidhuber,KAUST,27.19832,https://cemse.kaust.edu.sa/people/person/jurgen-schmidhuber,gLnCTgIAAAAJ,https://scholar.google.com/citations?user=gLnCTgIAAAAJ
Tianbao Yang,Texas A&M University,27.19754,http://people.tamu.edu/~tianbao-yang,BCxFU0EAAAAJ,https://scholar.google.com/citations?user=BCxFU0EAAAAJ
Qifeng Chen,HKUST,27.182319,https://cqf.io,lLMX9hcAAAAJ,https://scholar.google.com/citations?user=lLMX9hcAAAAJ
Robert E. Tarjan,Princeton University,27.17774,https://www.cs.princeton.edu/~ret,lazJixIAAAAJ,https://scholar.google.com/citations?user=lazJixIAAAAJ
Horst Bischof,Graz University of Technology,27.10452,https://www.tugraz.at/institute/icg/research/team-bischof/people/team-about/horst-bischof,_pq05Q4AAAAJ,https://scholar.google.com/citations?user=_pq05Q4AAAAJ
